Type,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_fire,Type_death,Impunity_for_murder,Taken_captive,Threatened,Tortured
Media Workers,29-May-04,Mahmood Daoud,,Iraq,Al-Sabah al-Jedid,Iraq,,,,,,,,,,,"
"
Media Workers,29-May-04,Samya Abdel Jabar,,Iraq,Al-Sabah al-Jedid,Iraq,,,,,,,,,,,"
"
Media Workers,27-May-04,Mohamed Najmedin,,Iraq,freelance,Iraq,,,,,,,,,,,"
"
Media Workers,19-Apr-04,Hussein Saleh,,Iraq,Al-Iraqya  TV,Iraq,,,,,,,,,,,"
"
Media Workers,26-Mar-04,Omar Kamal,,Iraq,Time,Iraq,,,,,,,,,,,"
"
Media Workers,18-Mar-04,Muhammad Ahmad Sarham,,Iraq,Iraq Media Network,Iraq,,,,,,,,,,,"
"
Media Workers,18-Mar-04,Najeed Rashid,,Iraq,Iraq Media Network,Iraq,,,,,,,,,,,"
"
Media Workers,5-Mar-04,Selwan Abdelghani Medhi al-Niem,,Iraq,Voice of America,Iraq,,,,,,,,,,,"
"
Media Workers,27-Jan-04,Yasser Khatab,,Iraq,CNN,Iraq,,,,,,,,,,,"
"
Media Workers,30-Oct-03,Nabil Hussein,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"
"
Media Workers,30-Oct-03,Alahin Hussein,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"
"
Media Workers,30-Oct-03,Ali Adnan,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"
"
Media Workers,30-Oct-03,Ramziya Moushee,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"
"
Media Workers,30-Oct-03,Hassan Alwan,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"
"
Media Workers,6-Apr-03,Kamaran Abdurazaq Muhamed,,Iraq,BBC,Iraq,,,,,,,,,,,"
"
Media Workers,22-Mar-03,Hussein Othman,,Iraq,ITV News,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,15-Sep-16,Aurelio Cabrera Campos ,,Mexico,El Gráfico de la Sierra ,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,22-Aug-16,Kishore Dave,,India,Jai Hind,Indian,,,,,,,,,,,"
"
Motive Unconfirmed,13-Aug-16,Widad Hussein,,Iraq,Roj News,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,20-Jul-16,Pedro Tamayo Rosas,,Mexico,Freelance,Mexican,,,,,,,,,,,"
"
Motive Unconfirmed,"June 10-12, 2016",Jacinto Hernández Torres,,USA,La Estrella,United States,,,,,,,,,,,"
"
Motive Unconfirmed,25-Jun-16,Álvaro Alfredo Aceituno López ,,Guatemala,Radio Ilusión,Guatemalan,,,,,,,,,,,"
"
Motive Unconfirmed,5-Jun-16,Sagal Salad Osman,,Somalia,Radio Mogadishu,Somali,,,,,,,,,,,"
"
Motive Unconfirmed,20-May-16,Alaa Qassem Mohan,,Iraq,Al-Ahed Radio,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,14-May-16,Manuel Santiago Torres González,,Mexico,Noticias MT,Mexican,,,,,,,,,,,"
"
Motive Unconfirmed,12-May-16,Akhilesh Pratap,,India,Taaza TV,Indian,,,,,,,,,,,"
"
Motive Unconfirmed,25-Apr-16,Francisco Pacheco Beltrán,,Mexico,Sol de Acapulco and Foro de Taxco,Mexican,,,,,,,,,,,"
"
Motive Unconfirmed,10-Mar-16,Nicolás Humberto García,,El Salvador,Radio Expressa,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Feb-16,Moisés Dagdug Lutzow,,Mexico,Grupo VX,Mexican,,,,,,,,,,,"
"
Motive Unconfirmed,16-Feb-16,Elvis Banggoy Ordaniza,,Philippines,dxWO FM,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,"February 8 or February 9, 2016",Anabel Flores Salazar,,Mexico,El Sol de Orizaba,Mexican,,,,,,,,,,,"
"
Motive Unconfirmed,29-Jan-16,Mohammad Zubair Khaksar,,Afghanistan,Nangarhar Radio and Television ,Afghan,,,,,,,,,,,"
"
Motive Unconfirmed,16-Jan-16,Muhammad Umar ,,Pakistan,Daily Dera News,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,24-Dec-15,Mashiur Rahman Utsho,,Bangladesh,Juger Alo,Bangladesh,,,,,,,,,,,"
"
Motive Unconfirmed,21-Nov-15,Orislândio Timóteo Araujo,,Brazil,Blog do Roberto Lano,Brazil,,,,,,,,,,,"
"
Motive Unconfirmed,31-Oct-15,Jose Bernardo,,Philippines,DWBL and DWIZ Radio; Bandera Pilipino,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Oct-15,Christophe Nkezabahizi,,Burundi,Radio Television Nationale du Burundi ,Burundi,,,,,,,,,,,"
"
Motive Unconfirmed,3-Oct-15,Hemant Yadav,,India,TV24,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Aug-15,Paulo Machava ,,Mozambique,Diario de Noticias,Mozambique,,,,,,,,,,,"
"
Motive Unconfirmed,27-Aug-15,Cosme Maestrado,,Philippines,DXOC Radio,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,19-Aug-15,Teodoro Escanilla,,Philippines,DZMS Radio,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,19-Aug-15,Gregorio Ybanez,,Philippines,Kabuhayan News Service,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,19-Aug-15,Peter Julius Moi,,South Sudan,Freelance,South Sudan,,,,,,,,,,,"
"
Motive Unconfirmed,9-Aug-15,Rasim Aliyev,,Azerbaijan,"Institute for Reporters’ Freedom and Safety, Azerbaijan News Network",Azerbaijan ,,,,,,,,,,,"
"
Motive Unconfirmed,4-Jul-15,Akshay Singh,,India,Aaj Tak,India,,,,,,,,,,,"
"
Motive Unconfirmed,"June 30 or July 1, 2015",Juan Mendoza Delgado,,Mexico,Escribiendo la Verdad,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,"June 19 or 20, 2015",Sandeep Kothari,,India,Freelance,India,,,,,,,,,,,"
"
Motive Unconfirmed,20-May-15,Pow James Raeth,,South Sudan,Radio Tamazuj,South Sudan,,,,,,,,,,,"
"
Motive Unconfirmed,13-Apr-15,"Melinda \Mei\"" Magsino""",,Philippines,Philippine Daily Inquirer,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,18-Mar-15,Abdel Karim al-Khaiwani,,Yemen,Freelance,Yemen,,,,,,,,,,,"
"
Motive Unconfirmed,10-Mar-15,Federico Salazar,,Guatemala,Radio Nuevo Mundo,Guatemala,,,,,,,,,,,"
"
Motive Unconfirmed,2-Mar-15,Edgar Quintero,,Colombia,Radio Luna,Colombia,,,,,,,,,,,"
"
Motive Unconfirmed,27-Feb-15,Ivanildo Viana,,Brazil,100.5 FM Lider,Brazil,,,,,,,,,,,"
"
Motive Unconfirmed,14-Feb-15,Luis Carlos Peralta Cuéllar,,Colombia,Linda Stereo,Colombia,,,,,,,,,,,"
"
Motive Unconfirmed,14-Feb-15,Maurito Lim,,Philippines,dyRD,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,8-Jan-15,Nerlita Ledesma,,Philippines,Abante,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,2-Jan-15,Fayez Abu Halawa,,Syria,Orient News,Syrua,,,,,,,,,,,"
"
Motive Unconfirmed,2-Jan-15,Dirar al-Jahad,,Syria,"Local Coordination Committees, Abtaa Media Office",Syria,,,,,,,,,,,"
"
Motive Unconfirmed,26-Dec-14,Robert Chamwami Shalubuto,,Democratic Republic of the Congo,Congolese National Radio and Television ,Democratic Republic of Congo,,,,,,,,,,,"
"
Motive Unconfirmed,15-Dec-14,Reynaldo Paz Mayes,,Honduras,RPM TV Canal 28,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,9-Nov-14,Fernando Raymondi,,Peru,Caretas,Peru,,,,,,,,,,,"
"
Motive Unconfirmed,12-Oct-14,Taing Try,,Cambodia,Freelance,Cambodia,,,,,,,,,,,"
"
Motive Unconfirmed,10-Oct-14,Raed Al-Azzawi,,Iraq,Sama Salaheddin Channel,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,3-Oct-14,Marwan Shahadat,,Syria,Jasim Media Center,Syria,,,,,,,,,,,"
"
Motive Unconfirmed,17-Sep-14,Palwasha Tokhi,,Afghanistan,Bayan-e-Shamal,Afghanistan,,,,,,,,,,,"
"
Motive Unconfirmed,27-Aug-14,Nurul Islam Faruqi,,Bangladesh,Channel i Television,Bangladesh,,,,,,,,,,,"
"
Motive Unconfirmed,16-Aug-14,Abdul Rahman Hamid al-Din,,Yemen,Sanaa Radio,Yemen,,,,,,,,,,,"
"
Motive Unconfirmed,14-Aug-14,Nery Francisco Soto Torres ,,Honduras,"Canal 23, Radio Full FM",Honduran,,,,,,,,,,,"
"
Motive Unconfirmed,12-Aug-14,Luis Carlos Cervantes Solano,,Colombia,Morena FM,Colombian,,,,,,,,,,,"
"
Motive Unconfirmed,"May 29, 30, 31, June 1, or 2, 2014",Jorge Torres Palacios,,Mexico,"Dictamen, Libertad Guerrero Noticias",Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,9-Jun-14,Nilo Baculo,,Philippines,dwIM Radyo Mindoro,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,23-May-14,Samuel Oliverio,,Philippines,"Radio Ukay, Supreme Radio",Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,4-May-14,Richard Nadjid,,Philippines,dxNN,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,14-Apr-14,Hamza Hajj Hassan,,Syria,Al-Manar TV,Lebanon,,,,,,,,,,,"
"
Motive Unconfirmed,2-Mar-14,Shah Alam Sagar,,Bangladesh,Oporadh Domon,Bangladesh,,,,,,,,,,,"
"
Motive Unconfirmed,14-Feb-14,Ijaz Mengal,,Pakistan,Daily Intekhab,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,1-Feb-14,Suon Chan,,Cambodia,Meakea Kampuchea,Cambodia,,,,,,,,,,,"
"
Motive Unconfirmed,23-Jan-14,Noor Ahmad Noori,,Afghanistan,Bost,Afghanistan,,,,,,,,,,,"
"
Motive Unconfirmed,Date unknown in 2013,Haji Abdul Razzaq Baloch,,Pakistan,Daily Tawar,Pakistani,,,,,,,,,,,"
"
Motive Unconfirmed,11-Dec-13,Rogelio Butalib,,Philippines,107.9 FM Radyo Natin ,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,7-Dec-13,Juan Carlos Argeñal Medina,,Honduras,Globo  ,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,8-Nov-13,Abdullah Sobhi al-Ghazawi,,Syria,"SMART News Agency, ",Syrian,,,,,,,,,,,"
"
Motive Unconfirmed,14-Sep-13,"Jesus \Jessie\"" Tabanao""",,Philippines,dyRC Radyo Calungsod ,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,4-Sep-13,Vergel Bico,,Philippines,Kalahi,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,19-Aug-13,Carlos Alberto Orellana Chávez,,Guatemala,Canal Óptimo 23,Guatemala,,,,,,,,,,,"
"
Motive Unconfirmed,6-Aug-13,Luis de Jesús Lima,,Guatemala,Radio Sultana de Oriente,Guatemala,,,,,,,,,,,"
"
Motive Unconfirmed,30-Jul-13,Richard Kho,,Philippines,Aksyon Ngayon,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,30-Jul-13,Bonifacio Loreto,,Philippines,Aksyon Ngayon ,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,17-Jul-13,Alberto López Bello,,Mexico,El Imparcial and Radiorama,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,"June 24 through July 9, 2013",Aníbal Barrow,,Honduras,Globo TV,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,27-Apr-13,Jitendra Singh,,India,Prabhat Khabhar,India,,,,,,,,,,,"
"
Motive Unconfirmed,"April 23 or 24, 2013",Daniel Alejandro Martínez Balzaldúa,,Mexico,Vanguardia ,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,22-Apr-13,Mario Vendiola Baylosis,,Philippines,Radyo Natin and DXNC-Radyo Suhnan,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,30-Mar-13,Bernard Wesonga,,Kenya,The Star,Kenya,,,,,,,,,,,"
"
Motive Unconfirmed,3-Mar-13,Jaime Guadalupe González Domínguez,,Mexico,OjinagaNoticias,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,1-Mar-13,Mehmood Jan Afridi,,Pakistan,The Daily Intekhab,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,27-Feb-13,Malik Mumtaz,,Pakistan,Geo TV and News International,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,23-Feb-13,Luis Choy,,Peru,El Comercio,Peru,,,,,,,,,,,"
"
Motive Unconfirmed,12-Feb-13,Nemi Chand Jain,,India,Freelance,India,,,,,,,,,,,"
"
Motive Unconfirmed,24-Jan-13,Mohamed Abd Al-Rahman,,Syria,Syria News,Syria,,,,,,,,,,,"
"
Motive Unconfirmed,12-Jan-13,Ikechukwu Udendu,,Nigeria,Anambra News,Nigeria,,,,,,,,,,,"
"
Motive Unconfirmed,8-Jan-13,Issa Ngumba,,Tanzania,Radio Kwizera ,Tanzania,,,,,,,,,,,"
"
Motive Unconfirmed,22-Dec-12,Haidar Alsamoudi,,Syria,Syrian State TV,Syria,,,,,,,,,,,"
"
Motive Unconfirmed,5-Dec-12,Isaiah Diing Abraham Chan Awuol,,South Sudan,Freelance,South Sudan,,,,,,,,,,,"
"
Motive Unconfirmed,17-Nov-12,Samir al-Sheikh Ali,,Iraq,Al-Jamahir al-Baghdadiya,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,8-Nov-12,Julius Cauzo,,Philippines,DWJJ,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,27-Sep-12,Abdirahman Mohamed,,Somalia,Ciyaarahamaanta,Somalia,,,,,,,,,,,"
"
Motive Unconfirmed,26-Sep-12,Chaitali Santra,,India,Freelance,India,,,,,,,,,,,"
"
Motive Unconfirmed,16-Sep-12,Zakariye Mohamed Mohamud Moallim,,Somalia,Freelance,Somalia,,,,,,,,,,,"
"
Motive Unconfirmed,1-Sep-12,Eddie Jesus Apostol,,Philippines,DXND Radio,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,11-Aug-12,Bara'a Yusuf al-Bushi,,Syria,Freelance,Syria,,,,,,,,,,,"
"
Motive Unconfirmed,31-Jul-12,Ghazwan Anas,,Iraq,Sama Mosul,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,14-Jul-12,Falah Taha,,Syria,Freelance,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,14-Jul-12,Ali Juburi al-Kaabi,,Syria,Al-Zawraa,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,"June 13 or 14, 2012",Víctor Manuel Báez Chino,,Mexico,Milenio and Reporteros Policiacos,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,"May 17 or 18, 2012",Marco Antonio Ávila García,,Mexico,El Regional de Sonora and El Diario de Sonora,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,15-May-12,Ángel Alfredo Villatoro,,Honduras,Radio HRN,Honduran,,,,,,,,,,,"
"
Motive Unconfirmed,10-May-12,Aurangzeb Tunio,,Pakistan,Kawaish Television Network,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,8-May-12,Nestor Libaton,,Philippines,DXHM Radio ,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,"May 2 or 3, 2012",Gabriel Huge Córdova,,Mexico,Freelance,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,"May 2 or 3, 2012",Guillermo Luna Varela,,Mexico,Veracruznews,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,8-Apr-12,Aldion Layao,,Philippines,DXRP Radio,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,3-Apr-12,Yadav Poudel,,Nepal,"Avenues TV, Rajdhani Daily, and Mechi Times",Nepal,,,,,,,,,,,"
"
Motive Unconfirmed,2-Apr-12,Kamiran Salaheddin,,Iraq,Salaheddin Channel,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,15-Mar-12,Argemiro Cárdenas Agudelo,,Colombia,Metro Radio Estéreo,Colombia,,,,,,,,,,,"
"
Motive Unconfirmed,"February 21 or 22, 2012",Samid Khan Bahadarzai,,Afghanistan,Melma Radio,Afghanistan,,,,,,,,,,,"
"
Motive Unconfirmed,18-Feb-12,Chandrika Rai,,India,Navbharat and The Hitavada,India,,,,,,,,,,,"
"
Motive Unconfirmed,12-Feb-12,Paulo Roberto Cardoso Rodrigues,,Brazil,Jornal Da Praça and Mercosul News,Brazil,,,,,,,,,,,"
"
Motive Unconfirmed,11-Feb-12,Meherun Runi,,Bangladesh,ATN Bangla Television,Bangladesh,,,,,,,,,,,"
"
Motive Unconfirmed,11-Feb-12,Golam Mustofa Sarowar,,Bangladesh,Maasranga Television,Bangladesh,,,,,,,,,,,"
"
Motive Unconfirmed,18-Jan-12,Nansok Sallah,,Nigeria,Highland FM,Nigeria,,,,,,,,,,,"
"
Motive Unconfirmed,3-Jan-12,Shukri Abu al-Burghul,,Syria, Al-Thawra and Radio Damascus,Syrian,,,,,,,,,,,"
"
Motive Unconfirmed,6-Dec-11,Luz Marina Paz Villalobos,,Honduras,Cadena Hondureña de Noticias,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,1-Dec-11,Charles Ingabire,,Uganda, Inyenyeri News,Rwanda,,,,,,,,,,,"
"
Motive Unconfirmed,14-Oct-11,Roy Bagtikan Gallego,,Philippines,freelance,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,19-Sep-11,Li Xiang,,China,Luoyang TV,China,,,,,,,,,,,"
"
Motive Unconfirmed,14-Sep-11,José Oquendo Reyes,,Peru,"Radio Alas Peruanas, BTV Canal 45",Peru,,,,,,,,,,,"
"
Motive Unconfirmed,1-Sep-11,Valderlei Canuto Leandro,,Brazil,Radio Frontera,Brazil,,,,,,,,,,,"
"
Motive Unconfirmed,"August 24 or 25, 2011",Humberto Millán Salazar ,,Mexico,"A Discusión, Radio Fórmula ",Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,22-Aug-11,Niel Jimena,,Philippines,DYRI-RMN Radio ,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,14-Aug-11,Muneer Shakir,,Pakistan,"Online News Network, Sabzbaat TV",Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,11-Jul,Yolanda Ordaz de la Cruz,,Mexico,Notiver,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,21-Jul-11,Auro Ida,,Brazil,"Olhar Direto, Midianews ",Brazil,,,,,,,,,,,"
"
Motive Unconfirmed,14-Jul-11,Nery Geremías Orellana,,Honduras,"Radio Joconguera, Radio Progreso",Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,30-Jun-11,Luis Eduardo Gómez,,Colombia,Freelance,Colombia,,,,,,,,,,,"
"
Motive Unconfirmed,22-Jun-11,Witness-Patchelly Kambale Musonia,,Democratic Republic of the Congo,freelance,Democratic Republic of the Congo,,,,,,,,,,,"
"
Motive Unconfirmed,20-Jun-11,Misael López Solana,,Mexico,Notiver,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,20-Jun-11,Miguel Ángel López Velasco,,Mexico,Notiver,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,12-Jun-11,Ibrahim Foday,,Sierra Leone,The Exclusive,Sierra Leone,,,,,,,,,,,"
"
Motive Unconfirmed,11-Jun-11,Jyotirmoy Dey,,India,Midday,India,,,,,,,,,,,"
"
Motive Unconfirmed,19-May-11,Luis Ernesto Mendoza Cerrato,,Honduras,Channel 24,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,"May 18 or 19, 2011",Yensi Roberto Ordoñez Galdámez,,Guatemala,Channel 14,Guatemala,,,,,,,,,,,"
"
Motive Unconfirmed,17-May-11,Wilfred Iván Ojeda,,Venezuela,El Clarín,Venezuela,,,,,,,,,,,"
"
Motive Unconfirmed,11-May-11,Héctor Francisco Medina Polanco,,Honduras,Omega Visión,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,3-May-11,Valério Nascimento,,Brazil,Panorama Geral,Brazil,,,,,,,,,,,"
"
Motive Unconfirmed,3-May-11,Julio Castillo Narváez,,Peru,Ollantay Radio,Peru,,,,,,,,,,,"
"
Motive Unconfirmed,20-Apr-11,David Niño de Guzmán,,Bolivia,Agencia de Noticias Fides,Bolivia,,,,,,,,,,,"
"
Motive Unconfirmed,8-Apr-11,Taha Hameed,,Iraq,Al-Massar TV,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,2-Apr-11,Zaman Ibrahim,,Pakistan,Daily Extra News,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,24-Mar-11,Maria Len Flores Somera,,Philippines,DZME ,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,3-Mar-11,Merardo Alejandro Romero Chávez,,Paraguay,La Voz de Ytakyry,Paraguay,,,,,,,,,,,"
"
Motive Unconfirmed,18-Feb-11,Abdost Rind,,Pakistan,freelance,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,17-Feb-11,Hilal al-Ahmadi,,Iraq,Freelance,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,30-Jan-11,Le Hoang Hung,,Vietnam,Nguoi Lao Dong,Vietnam,,,,,,,,,,,"
"
Motive Unconfirmed,3-Jan-11,Ilyas Nizzar,,Pakistan,Darwanth ,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,28-Dec-10,Henry Suazo,,Honduras,"Radio HRN, Cablevisión del Atlántico",Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,28-Dec-10,Sun Hongjie,,China,Northern Xinjiang Morning Post ,China,,,,,,,,,,,"
"
Motive Unconfirmed,20-Dec-10,Sushil Pathak,,India,Dainik Bhaskar,Indian,,,,,,,,,,,"
"
Motive Unconfirmed,5-Dec-10,Mehmood Chandio,,Pakistan,Awaz,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,21-Nov-10,Mazen Mardan al-Baghdadi,,Iraq,Al-Mosuliya,Iraq,,,,,,,,,,,"
"
Motive Unconfirmed,18-Nov-10,Lala Hameed Baloch,,Pakistan,Daily Intikhab ,Pakistan,,,,,,,,,,,"
"
Motive Unconfirmed,14-Oct-10,Rodolfo Maya Aricape,,Colombia,Radio Payumat,Colombia,,,,,,,,,,,"
"
Motive Unconfirmed,13-Sep-10,Dickson Ssentongo,,Uganda,Prime Radio,Uganda,,,,,,,,,,,"
"
Motive Unconfirmed,5-Sep-10,Sayed Hamid Noori,,Afghanistan,Radio Television Afghanistan,Afghanistan,,,,,,,,,,,"
"
Motive Unconfirmed,4-Sep-10,Adams Ledesma Valenzuela,,Argentina,Mundo Villa and Mundo Villa TV,Bolivia,,,,,,,,,,,"
"
Motive Unconfirmed,31-Aug-10,Abdullahi Omar Gedi,,Somalia,Radio Daljir,Somalia,,,,,,,,,,,"
"
Motive Unconfirmed,24-Aug-10,Israel Zelaya Díaz,,Honduras,Radio Internacional,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,31-Jul-10,Miguel Belen,,Philippines,DWEB,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,22-Jul-10,Devi Prasad Dhital,,Nepal,Radio Tulsipur FM,Nepal,,,,,,,,,,,"
"
Motive Unconfirmed,10-Jul-10,Marco Aurelio Martínez Tijerina,,Mexico,XEDD La Tremenda,Mexican,,,,,,,,,,,"
"
Motive Unconfirmed,6-Jul-10,Hugo Alfredo Olivera Cartas,,Mexico,"El Día de Michoacán, ADN",Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,2-Jul-10,Hem Chandra Pandey (Hemant Pandey),,India,Freelance,India,,,,,,,,,,,"
"
Motive Unconfirmed,28-Jun-10,María Elvira Hernández Galeana,,Mexico,Nueva Línea,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,28-Jun-10,Juan Francisco Rodríguez Ríos,,Mexico,El Sol de Acapulco,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,14-Jun-10,Luis Arturo Mondragón,,Honduras,Channel 19,Honduran,,,,,,,,,,,"
"
Motive Unconfirmed,24-Apr-10,Edo Sule Ugbagwu,,Nigeria,The Nation,Nigeria,,,,,,,,,,,"
"
Motive Unconfirmed,20-Apr-10,Jorge Alberto Orellana,,Honduras,Televisión de Honduras,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,5-Apr-10,Patient Chebeya,,Democratic Republic of the Congo,freelance,Congolese,,,,,,,,,,,"
"
Motive Unconfirmed,4-Apr-10,Metin Alataş,,Turkey,Azadiya Welat,Turkey,,,,,,,,,,,"
"
Motive Unconfirmed,26-Mar-10,Manuel Juárez,,Honduras,Radio Super 10  ,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,26-Mar-10,José Bayardo Mairena,,Honduras,Excélsior,Honduras,,,,,,,,,,,"
"
Motive Unconfirmed,12-Mar-10,Evaristo Pacheco Solís,,Mexico,Visión Informativa,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,1-Mar-10,Arun Singhaniya,,Nepal,Today Group,,,,,,,,,,,,"
"
Motive Unconfirmed,8-Feb-10,Jamim Shah,,Nepal,Channel Nepal and Space Time Network,Nepal,,,,,,,,,,,"
"
Motive Unconfirmed,29-Jan-10,Jorge Ochoa Martínez,,Mexico,El Sol de la Costa,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,10-Jan,José Luis Romero,,Mexico,Línea Directa,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,5-Jan-10,Bobi Tsankov,,Bulgaria,freelance,Bulgaria,,,,,,,,,,,"
"
Motive Unconfirmed,24-Dec-09,Ismael Pasigna,,Philippines,B-96,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,22-Dec-09,José Alberto Velázquez López,,Mexico,Expresiones de Tulum,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,15-Dec-09,Hárold Humberto Rivas Quevedo,,Colombia,CNC Bugavisión and Voces de Occidente,Colombia,,,,,,,,,,,"
"
Motive Unconfirmed,14-Dec-09,José Givonaldo Vieira,,Brazil,Bezerros FM and Folha do Agreste,Brazil,,,,,,,,,,,"
"
Motive Unconfirmed,24-Nov-09,José Emilio Galindo Robles,,Mexico,Radio Universidad de Guadalajara,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,22-Sep-09,Diego de Jesús Rojas Velásquez,,Colombia,Supía TV,Colombia,,,,,,,,,,,"
"
Motive Unconfirmed,23-Aug-09,Bruno Koko Chirambiza,,Democratic Republic of the Congo,Radio Star,Congolese,,,,,,,,,,,"
"
Motive Unconfirmed,14-Aug-09,Siddique Bacha Khan,,Pakistan,Aaj TV,Pakistani,,,,,,,,,,,"
"
Motive Unconfirmed,28-Jul-09,Juan Daniel Martínez Gil,,Mexico,Radiorama and W Radio ,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,27-Jul-09,Godofredo Linao,,Philippines,Radyo Natin ,Philippine,,,,,,,,,,,"
"
Motive Unconfirmed,3-Jul-09,Gabriel Fino Noriega,,Honduras,"Estelar Radio, Radio América, TV Channel 9",,,,,,,,,,,,"
"
Motive Unconfirmed,29-Jun-09,Vyacheslav Yaroshenko,,Russia,Korruptsiya i Prestupnost,,,,,,,,,,,,"
"
Motive Unconfirmed,6-Jun-09,Marco Antonio Estrada,,Guatemala,Tele Diario,,,,,,,,,,,,"
"
Motive Unconfirmed,3-May-09,Carlos Ortega Samper,,Mexico,El Tiempo de Durango ,Mexico,,,,,,,,,,,"
"
