State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
New Mexico,1981,0.8,1.9,2.7,18.5,7.5,1.3
New Jersey,1981,7.6,6.6,14.2,98.8,2.1,7.4
New Hampshire,1981,1.0,0.4,1.5,10.5,3.4,0.9
Nevada,1981,0.6,0.8,1.4,13.2,3.7,0.8
Nebraska,1981,0.2,4.5,4.7,20.9,4.2,1.6
Montana,1981,0.3,0.9,1.2,10.2,4.4,0.8
Ohio,1981,4.7,6.6,11.3,132.8,0.1,10.8
Missouri,1981,1.3,3.2,4.6,57.8,0.7,4.9
Alabama,1981,1.3,3.3,4.6,40.3,1.8,3.9
Wisconsin,1981,2.6,3.5,6.1,57.5,-0.7,4.7
Alaska,1981,2.4,2.8,5.2,21.8,30.5,0.4
West Virginia,1981,1.8,1.9,3.7,19.8,-1.6,1.9
Wyoming,1981,0.5,1.1,1.5,12.7,11.3,0.5
Alaska,1982,3.7,3.1,6.8,23.5,1.2,0.4
Massachusetts,1982,6.4,4.7,11.1,83.8,1.4,5.8
Maryland,1982,4.2,5.2,9.4,56.3,-0.1,4.3
Maine,1982,0.9,0.7,1.6,12.1,1.4,1.1
Louisiana,1982,4.1,5.4,9.5,78.1,-4.8,4.2
Kentucky,1982,2.7,5.0,7.7,42.2,-3.3,3.7
Kansas,1982,0.4,4.5,4.9,33.5,-1.4,2.4
Iowa,1982,0.5,2.4,2.8,37.3,-8.2,2.9
Indiana,1982,1.0,3.5,4.5,65,-5.4,5.5
Illinois,1982,7.5,9.8,17.3,164.3,-3.1,11.4
Idaho,1982,0.4,0.5,1.0,10.7,-5.7,1.0
Michigan,1982,3.9,9.3,13.1,115.2,-5.4,9.3
Florida,1982,3.0,11.1,14.1,122.3,2.7,10.3
District of Columbia,1982,0.0,2.8,2.8,23,-0.5,0.6
Delaware,1982,1.4,0.7,2.0,9.5,1.2,0.6
Connecticut,1982,4.6,2.2,6.8,50.2,3.6,3.1
Colorado,1982,0.7,4.7,5.4,47.7,2.1,3.0
California,1982,10.3,19.0,29.4,393.8,0.6,24.8
Arkansas,1982,0.6,1.9,2.5,23.5,-3.2,2.3
Arizona,1982,0.2,7.1,7.3,35.8,-1.6,2.9
Hawaii,1982,2.1,0.3,2.4,15.7,1.3,1.0
Georgia,1982,1.6,5.9,7.6,68.5,1.1,5.7
Missouri,1982,1.8,3.1,4.9,60.7,-1.0,5.0
Montana,1982,0.4,0.6,1.0,10.2,-5.8,0.8
Washington,1982,2.5,14.1,16.6,62.9,0.6,4.3
Virginia,1982,2.6,4.4,7.0,71.5,1.7,5.5
Vermont,1982,0.7,0.3,1.0,5.8,-0.3,0.5
Utah,1982,0.7,2.9,3.6,18.4,-0.1,1.5
All states combined,1982,147.0,257.0,404.0,"3,343.80",-1.8,230.8
Texas,1982,2.6,22.2,24.7,260.1,-0.1,14.7
Tennessee,1982,1.6,5.2,6.8,52,-2.5,4.6
South Dakota,1982,0.7,0.5,1.2,7.7,-5.2,0.7
South Carolina,1982,3.1,1.9,5.0,32.4,-1.9,3.2
Rhode Island,1982,2.0,0.6,2.6,11.4,0.2,1.0
Minnesota,1982,2.7,6.7,9.4,57.5,-2.3,4.1
Pennsylvania,1982,6.2,14.6,20.8,142.1,-3.4,11.9
Oklahoma,1982,1.2,4.1,5.3,49.3,2.2,3.0
Ohio,1982,5.0,7.3,12.3,134.6,-4.5,10.8
North Dakota,1982,0.3,0.6,0.9,10,-5.8,0.6
North Carolina,1982,1.6,4.4,6.0,69,-1.4,6.0
New York,1982,25.8,23.5,49.4,282.2,1.5,17.6
New Mexico,1982,0.8,2.2,3.0,19.2,-2.1,1.3
New Jersey,1982,8.8,7.3,16.1,105.8,0.9,7.4
New Hampshire,1982,1.3,0.5,1.7,11.4,2.5,1.0
Nevada,1982,0.6,0.9,1.6,13.9,-1.0,0.9
Nebraska,1982,0.3,4.9,5.2,21.3,-4.0,1.6
Oregon,1982,6.2,2.6,8.8,31.6,-5.8,2.7
West Virginia,1982,1.8,2.0,3.8,20.5,-2.6,1.9
Mississippi,1982,0.7,1.5,2.3,24.6,-3.5,2.5
Wyoming,1982,0.5,1.2,1.7,12.4,-7.9,0.5
Wisconsin,1982,2.6,3.3,6.0,59.5,-2.6,4.7
Alabama,1982,2.0,3.8,5.7,41.8,-2.3,3.9
New Hampshire,1983,1.5,0.4,2.0,12.6,6.5,1.0
New Jersey,1983,10.3,7.5,17.8,118,7.3,7.5
New Mexico,1983,1.1,2.4,3.5,19.9,-0.6,1.4
New York,1983,27.8,26.5,54.2,305.3,4.1,17.7
North Carolina,1983,1.6,6.3,7.9,77.5,8.2,6.1
North Dakota,1983,0.4,0.7,1.0,10,-2.9,0.6
Ohio,1983,6.1,7.9,14.0,144.9,3.6,10.8
Oklahoma,1983,1.3,3.8,5.1,47.7,-6.9,3.1
Oregon,1983,6.6,2.8,9.4,33.7,2.7,2.7
Pennsylvania,1983,6.5,14.9,21.3,152,3.0,11.9
Rhode Island,1983,2.2,0.6,2.8,12.3,3.8,1.0
South Carolina,1983,3.2,2.2,5.4,35.9,6.6,3.2
South Dakota,1983,0.8,0.5,1.3,8.1,1.4,0.7
Tennessee,1983,1.8,5.7,7.5,57.1,5.5,4.7
Texas,1983,3.0,27.1,30.2,264.9,-2.0,15.0
All states combined,1983,167.0,287.0,454.0,"3,634.00",4.6,233.0
Utah,1983,1.1,4.1,5.2,19.8,3.5,1.5
Vermont,1983,0.8,0.3,1.1,6.3,4.8,0.5
Virginia,1983,2.7,4.7,7.4,79.4,7.0,5.6
Washington,1983,2.5,14.4,17.0,67.9,3.9,4.3
West Virginia,1983,1.7,2.2,3.9,20.4,-4.3,1.9
Wisconsin,1983,3.2,3.7,6.9,63.2,2.2,4.8
Nevada,1983,0.8,1.3,2.0,15.1,4.4,0.9
Nebraska,1983,0.4,4.9,5.3,21.8,-1.3,1.6
Wyoming,1983,0.6,1.2,1.8,11.6,-10.3,0.5
Missouri,1983,2.3,3.5,5.8,65.5,3.9,5.0
Montana,1983,0.5,1.0,1.5,10.6,-0.2,0.8
Alaska,1983,4.7,3.8,8.5,22.6,-7.3,0.4
Arizona,1983,0.6,7.1,7.7,39.8,6.9,3.0
Arkansas,1983,0.7,2.5,3.2,25.3,3.4,2.3
California,1983,12.1,21.8,33.8,426.1,4.1,25.4
Colorado,1983,1.2,5.5,6.7,50.7,2.4,3.0
Connecticut,1983,5.2,2.2,7.5,55.5,6.5,3.2
Delaware,1983,1.6,0.7,2.3,10.6,7.5,0.6
District of Columbia,1983,0.0,3.0,3.0,24.6,3.0,0.6
Florida,1983,3.6,11.6,15.2,136.8,7.6,10.6
Georgia,1983,1.8,6.7,8.6,76.7,7.9,5.7
Hawaii,1983,2.3,0.3,2.7,17.3,5.5,1.0
Alabama,1983,2.3,3.7,6.0,45.7,5.2,3.9
Illinois,1983,7.9,10.8,18.7,173.1,1.4,11.4
Mississippi,1983,0.9,1.7,2.7,26,1.5,2.5
Minnesota,1983,2.8,8.9,11.6,62,3.7,4.2
Michigan,1983,4.7,9.2,13.9,127.8,6.7,9.3
Idaho,1983,0.4,0.5,1.0,11.8,6.5,1.0
Maryland,1983,4.7,6.0,10.7,62.2,6.3,4.4
Massachusetts,1983,7.9,5.2,13.1,93.1,6.9,5.8
Louisiana,1983,5.2,6.5,11.8,76.9,-5.2,4.2
Kentucky,1983,3.0,6.3,9.4,44.1,0.6,3.7
Kansas,1983,0.4,5.2,5.6,35.3,1.3,2.4
Iowa,1983,0.6,2.4,3.0,37.5,-3.3,2.9
Indiana,1983,1.2,4.1,5.3,69.3,2.7,5.5
Maine,1983,1.1,0.7,1.7,13.2,5.2,1.2
Illinois,1984,8.6,11.1,19.8,194.2,8.3,11.4
Indiana,1984,1.6,4.9,6.4,78.9,9.8,5.5
Iowa,1984,0.7,2.5,3.1,41.3,6.3,2.9
Kansas,1984,0.4,5.2,5.6,38.4,5.2,2.4
Michigan,1984,5.2,9.4,14.7,143.7,8.5,9.3
Louisiana,1984,6.5,7.2,13.7,82.6,3.7,4.2
Maine,1984,1.2,0.7,1.9,14.9,8.6,1.2
Maryland,1984,4.8,6.8,11.6,69.9,8.5,4.4
Massachusetts,1984,8.9,5.2,14.0,106.4,10.4,5.8
Kentucky,1984,3.4,6.3,9.6,49.3,8.0,3.7
Idaho,1984,0.6,0.5,1.1,12.6,2.6,1.0
Connecticut,1984,5.5,2.5,7.9,63.6,10.6,3.2
Georgia,1984,1.8,7.7,9.5,88.5,11.3,5.8
Florida,1984,3.9,17.3,21.2,156,10.1,10.9
District of Columbia,1984,0.0,3.1,3.1,26.6,4.4,0.6
Delaware,1984,1.8,0.7,2.5,11.9,8.5,0.6
Colorado,1984,1.3,6.2,7.4,56.2,7.0,3.0
California,1984,13.6,25.8,39.3,482.2,9.2,25.9
Arkansas,1984,0.7,2.3,3.0,28.5,8.6,2.3
Arizona,1984,0.6,9.6,10.2,46.1,12.0,3.1
Alaska,1984,5.5,4.2,9.7,23.8,1.6,0.5
Alabama,1984,2.9,4.2,7.1,50,5.7,4.0
Minnesota,1984,3.4,8.8,12.2,71.4,11.2,4.2
Hawaii,1984,2.5,0.4,2.9,19.1,7.0,1.0
Mississippi,1984,1.0,2.1,3.1,28.7,6.8,2.5
Oregon,1984,6.5,2.9,9.4,37.4,7.2,2.7
Montana,1984,0.7,1.1,1.8,11,0.4,0.8
Wisconsin,1984,3.6,3.9,7.5,70,7.0,4.8
West Virginia,1984,1.6,2.5,4.1,22.2,4.9,1.9
Washington,1984,3.1,14.7,17.8,74.2,5.4,4.4
Virginia,1984,2.9,4.8,7.7,89.8,9.1,5.7
Vermont,1984,0.8,0.3,1.1,6.9,6.2,0.5
Utah,1984,1.2,6.0,7.2,22.1,8.2,1.6
All states combined,1984,186.0,319.0,505.0,"4,037.60",7.2,235.2
Texas,1984,4.0,32.1,36.1,288.6,5.2,15.3
Tennessee,1984,1.7,5.6,7.3,64,8.2,4.7
South Dakota,1984,0.9,0.5,1.4,9.2,9.2,0.7
South Carolina,1984,3.2,2.6,5.8,41.2,10.9,3.3
Rhode Island,1984,2.3,0.6,2.9,13.8,8.1,1.0
Pennsylvania,1984,6.6,17.5,24.2,167.4,6.3,11.9
Oklahoma,1984,3.0,4.1,7.2,51.3,3.8,3.1
Ohio,1984,6.7,8.5,15.2,163.9,9.1,10.8
North Dakota,1984,0.4,0.7,1.2,10.6,2.3,0.6
North Carolina,1984,1.9,7.2,9.1,88.2,9.7,6.2
New York,1984,29.4,27.6,57.0,339.4,7.3,17.7
New Mexico,1984,1.2,2.6,3.8,21.4,3.9,1.4
New Jersey,1984,11.5,8.1,19.7,133.6,9.3,7.5
New Hampshire,1984,1.7,0.5,2.2,14.8,12.9,1.0
Nevada,1984,0.9,1.5,2.3,16.5,5.8,0.9
Nebraska,1984,0.6,4.8,5.4,24.6,8.9,1.6
Missouri,1984,2.8,3.5,6.3,74.5,9.8,5.0
Wyoming,1984,0.7,1.3,2.0,12.2,1.3,0.5
Wyoming,1985,0.8,1.5,2.3,12.2,-2.6,0.5
Alaska,1985,5.7,4.2,9.9,26.1,6.5,0.5
Minnesota,1985,3.5,10.5,14.0,75.8,3.0,4.2
Michigan,1985,5.9,9.3,15.2,153.6,3.6,9.3
Massachusetts,1985,10.1,5.3,15.4,116.6,6.2,5.9
Maryland,1985,5.1,7.2,12.3,76.9,6.6,4.5
Maine,1985,1.2,0.7,2.0,16,4.4,1.2
Louisiana,1985,8.1,7.2,15.3,84.4,-1.0,4.2
Kentucky,1985,3.6,6.7,10.4,51.9,1.9,3.7
Kansas,1985,0.3,5.7,6.0,40.7,2.5,2.4
Iowa,1985,1.3,2.8,4.1,42.4,-0.3,2.8
Illinois,1985,9.8,11.9,21.7,206.3,2.9,11.4
Mississippi,1985,1.0,2.2,3.2,30.1,1.6,2.5
Idaho,1985,0.6,0.5,1.1,13,0.5,1.0
Georgia,1985,2.2,9.1,11.3,98.2,7.6,5.9
Florida,1985,5.0,21.1,26.1,170.9,6.2,11.2
District of Columbia,1985,0.0,3.4,3.4,28.5,4.0,0.6
Delaware,1985,1.8,0.8,2.6,13.1,6.4,0.6
Connecticut,1985,6.4,2.3,8.7,69.2,5.5,3.2
Colorado,1985,1.5,7.4,9.0,59.6,2.8,3.1
California,1985,16.1,34.3,50.4,523.9,5.3,26.5
Arkansas,1985,0.8,2.5,3.3,29.3,-0.1,2.3
Arizona,1985,0.7,11.1,11.8,50.7,6.5,3.2
Alabama,1985,3.2,4.5,7.7,53.8,4.3,4.0
Hawaii,1985,2.7,0.3,3.1,20.7,5.0,1.0
Missouri,1985,3.3,3.9,7.2,77.9,1.3,5.0
Indiana,1985,1.7,5.4,7.1,82,0.8,5.5
Nebraska,1985,1.0,4.9,6.0,25.7,1.2,1.6
Wisconsin,1985,4.5,4.3,8.8,73.8,2.2,4.8
Montana,1985,0.7,1.1,1.9,10.9,-3.7,0.8
West Virginia,1985,1.6,2.8,4.4,22.9,0.3,1.9
Washington,1985,3.0,14.8,17.9,77.3,1.1,4.5
Virginia,1985,3.3,5.4,8.8,98,5.8,5.8
Vermont,1985,0.9,0.3,1.2,7.5,5.8,0.5
Utah,1985,1.3,6.6,7.9,24.1,5.4,1.6
All states combined,1985,211.9,357.0,568.9,"4,339.00",4.2,237.4
Tennessee,1985,1.9,6.4,8.3,68.4,3.7,4.7
South Dakota,1985,1.1,0.5,1.6,9.6,1.1,0.7
South Carolina,1985,3.4,3.3,6.7,44,3.5,3.3
Rhode Island,1985,2.8,0.6,3.4,15.2,6.9,1.0
Texas,1985,5.2,37.2,42.4,307.2,3.2,15.5
New Hampshire,1985,2.0,0.5,2.5,16.6,8.8,1.0
Oregon,1985,6.6,3.3,9.9,39.4,2.1,2.7
Oklahoma,1985,3.6,3.8,7.4,52.8,-0.3,3.1
Ohio,1985,8.2,8.4,16.6,174.2,3.0,10.8
North Dakota,1985,0.6,0.7,1.3,10.7,-2.9,0.6
North Carolina,1985,2.2,7.9,10.0,96.5,6.2,6.2
New York,1985,32.4,30.1,62.5,364.3,4.0,17.8
New Mexico,1985,1.3,2.7,4.0,22.5,2.1,1.4
New Jersey,1985,13.4,9.3,22.6,145.9,5.9,7.5
Pennsylvania,1985,7.3,17.9,25.2,176.9,2.4,11.9
Nevada,1985,1.1,1.7,2.8,17.9,5.3,1.0
Idaho,1986,0.7,0.6,1.2,13.2,-0.7,1.0
Illinois,1986,12.0,13.6,25.6,218.7,3.9,11.4
Indiana,1986,2.2,5.1,7.3,86.4,3.3,5.5
Iowa,1986,1.6,3.0,4.6,43.2,-0.1,2.8
Maryland,1986,5.4,8.4,13.8,83.7,6.8,4.5
Kentucky,1986,4.1,7.3,11.4,53.2,0.5,3.7
Louisiana,1986,10.5,8.2,18.7,77.1,-10.4,4.2
Maine,1986,1.6,0.8,2.4,17.4,6.2,1.2
Hawaii,1986,2.8,0.6,3.4,22.4,6.1,1.0
Kansas,1986,0.4,5.3,5.7,41.8,0.8,2.4
Georgia,1986,2.5,10.0,12.4,108.1,7.9,6.1
West Virginia,1986,2.1,2.9,5.0,22.9,-2.2,1.9
District of Columbia,1986,0.0,3.7,3.7,30.1,3.3,0.6
Delaware,1986,2.6,0.9,3.6,14.1,5.9,0.6
Connecticut,1986,7.3,2.5,9.9,75.3,6.6,3.2
Colorado,1986,2.0,7.6,9.6,61,0.2,3.1
California,1986,20.1,45.0,65.1,563.1,5.4,27.2
Arkansas,1986,1.1,2.7,3.8,30.8,3.0,2.3
Arizona,1986,1.5,12.3,13.8,55.9,8.0,3.3
Alaska,1986,7.0,4.9,11.9,19.2,-28.1,0.5
Alabama,1986,3.8,5.2,9.0,56.1,2.2,4.0
Massachusetts,1986,11.8,5.9,17.8,127.2,6.9,5.9
Florida,1986,5.7,26.0,31.7,185.9,6.6,11.6
Michigan,1986,7.1,10.7,17.8,163.5,4.3,9.3
Missouri,1986,3.8,4.0,7.7,83.3,4.8,5.0
Mississippi,1986,1.2,2.3,3.5,31,0.8,2.6
Wisconsin,1986,4.7,4.8,9.5,77.8,3.3,4.8
Utah,1986,1.3,7.4,8.8,24.3,-1.2,1.6
All states combined,1986,247.7,411.2,658.9,"4,579.60",3.5,239.6
Texas,1986,5.4,42.3,47.7,295.7,-5.6,15.8
Tennessee,1986,2.2,7.6,9.8,73.3,5.0,4.8
South Dakota,1986,1.3,0.4,1.7,10.1,2.9,0.7
South Carolina,1986,3.7,4.9,8.6,47.7,6.4,3.3
Rhode Island,1986,3.0,0.6,3.6,16.6,7.0,1.0
Pennsylvania,1986,7.8,23.5,31.4,187.4,3.9,11.9
Oregon,1986,7.1,3.3,10.4,41.7,3.7,2.8
Minnesota,1986,3.8,12.7,16.4,79.5,2.7,4.3
Oklahoma,1986,3.8,4.5,8.3,49,-9.0,3.1
North Dakota,1986,0.7,0.7,1.5,9.8,-10.1,0.6
North Carolina,1986,2.6,10.3,12.9,104.8,6.4,6.3
New York,1986,36.4,34.5,70.9,390.1,5.0,17.8
New Mexico,1986,2.1,2.8,5.0,21.8,-5.1,1.4
New Jersey,1986,16.9,9.9,26.8,158.8,6.7,7.6
New Hampshire,1986,2.4,0.5,2.9,18.4,8.6,1.0
Nevada,1986,1.2,1.8,3.0,19.7,7.8,1.0
Nebraska,1986,1.3,4.9,6.2,26,-0.7,1.6
Montana,1986,1.2,1.2,2.4,11,-1.6,0.8
Washington,1986,3.6,15.4,19.0,84,6.5,4.6
Ohio,1986,8.9,9.2,18.0,182.6,2.8,10.8
Wyoming,1986,0.8,1.5,2.3,10.5,-15.5,0.5
Virginia,1986,3.8,6.3,10.2,107.3,7.4,5.8
Vermont,1986,1.0,0.4,1.4,8.2,6.4,0.5
New Hampshire,1987,2.4,0.7,3.1,21,11.5,1.0
New Jersey,1987,17.5,11.9,29.4,174.6,7.3,7.6
New Mexico,1987,1.8,3.5,5.3,22.4,0.4,1.4
New York,1987,40.6,36.9,77.5,418.3,4.6,17.9
North Carolina,1987,2.7,11.0,13.8,113.3,5.5,6.4
North Dakota,1987,0.8,0.8,1.6,10.3,2.9,0.6
Ohio,1987,9.4,9.8,19.3,191.8,2.5,10.8
Oklahoma,1987,4.1,4.2,8.3,49.1,-2.3,3.1
Oregon,1987,7.1,3.7,10.9,44.6,4.3,2.8
Pennsylvania,1987,8.8,27.9,36.7,202.9,5.7,11.9
Rhode Island,1987,2.8,0.6,3.4,17.9,5.0,1.0
South Carolina,1987,3.7,5.2,9.0,52.7,7.7,3.4
South Dakota,1987,1.5,0.4,2.0,10.7,3.4,0.7
Tennessee,1987,2.3,8.8,11.1,80.7,7.5,4.8
Texas,1987,6.5,49.2,55.7,300.7,-0.8,16.1
All states combined,1987,265.7,453.0,718.7,"4,855.20",3.5,241.8
Utah,1987,1.4,7.9,9.3,25.1,0.9,1.6
Vermont,1987,1.0,0.4,1.3,9.2,9.4,0.5
Virginia,1987,4.2,6.9,11.1,117.6,6.9,5.9
Washington,1987,3.8,16.1,20.0,90.3,4.9,4.6
West Virginia,1987,2.2,3.0,5.2,23.4,-0.1,1.8
Nevada,1987,1.3,2.1,3.4,22,8.6,1.1
Montana,1987,1.1,1.1,2.2,11.4,1.2,0.8
Alaska,1987,6.2,5.0,11.2,22.9,16.6,0.5
Mississippi,1987,1.3,4.1,5.5,33.5,5.6,2.6
Arizona,1987,1.9,13.1,15.1,60,4.9,3.4
Arkansas,1987,1.4,2.8,4.3,32.7,3.5,2.3
California,1987,22.4,54.4,76.8,615.4,6.6,27.8
Colorado,1987,2.3,9.3,11.6,63.9,2.3,3.2
Connecticut,1987,8.0,2.8,10.8,83,7.5,3.2
Delaware,1987,2.8,1.0,3.8,15.6,7.5,0.6
District of Columbia,1987,0.0,3.7,3.7,32.1,4.2,0.6
Florida,1987,7.8,33.1,40.9,204.8,7.5,11.9
Georgia,1987,2.6,12.2,14.8,117,5.7,6.2
Hawaii,1987,2.9,0.6,3.5,24.3,5.6,1.1
Alabama,1987,3.3,5.1,8.4,60.8,5.6,4.0
Idaho,1987,0.6,0.6,1.2,14,3.3,1.0
Indiana,1987,2.7,5.3,8.0,91.7,3.5,5.5
Iowa,1987,1.8,3.1,4.9,45.3,2.2,2.8
Kansas,1987,0.4,6.4,6.8,44.2,3.1,2.4
Kentucky,1987,4.7,7.8,12.5,56.3,3.2,3.7
Louisiana,1987,10.2,8.1,18.4,78.5,-0.7,4.2
Maine,1987,1.6,1.0,2.6,19.2,7.6,1.2
Maryland,1987,5.3,8.5,13.9,91.4,6.5,4.6
Massachusetts,1987,12.8,6.5,19.3,138.9,6.6,5.9
Michigan,1987,7.7,10.8,18.5,169.2,1.0,9.3
Minnesota,1987,3.6,13.8,17.4,85.4,4.9,4.3
Illinois,1987,12.7,14.3,27.0,231.2,3.2,11.4
Missouri,1987,4.3,4.5,8.8,88.9,4.1,5.1
Nebraska,1987,1.5,4.7,6.2,26.8,0.3,1.6
Wyoming,1987,0.8,1.4,2.2,10.4,-3.8,0.5
Wisconsin,1987,4.8,5.1,9.9,82,2.8,4.8
Nebraska,1988,1.4,4.8,6.2,29.3,5.6,1.6
Nevada,1988,1.4,2.5,3.8,25,10.0,1.1
New Hampshire,1988,2.7,0.7,3.5,22.9,5.5,1.1
New Jersey,1988,17.4,12.7,30.1,194.7,7.7,7.7
New Mexico,1988,1.7,3.5,5.2,23.5,1.0,1.5
New York,1988,41.9,38.5,80.4,456.6,5.4,17.9
North Carolina,1988,2.7,11.3,14.0,124.3,6.0,6.5
North Dakota,1988,0.8,0.8,1.6,9.7,-8.6,0.6
Ohio,1988,9.8,10.5,20.3,205.3,3.4,10.8
Oklahoma,1988,3.8,4.3,8.0,52.7,3.7,3.1
Oregon,1988,6.8,3.7,10.5,49.1,6.4,2.8
Pennsylvania,1988,9.3,30.1,39.4,220.6,5.0,11.9
Rhode Island,1988,2.9,0.7,3.5,19.7,6.6,1.0
South Carolina,1988,3.6,5.2,8.9,57.3,5.1,3.4
South Dakota,1988,1.6,0.4,2.0,11.2,1.2,0.7
Tennessee,1988,2.3,8.9,11.2,87.4,4.5,4.8
Texas,1988,7.1,52.2,59.3,327.4,5.2,16.4
All states combined,1988,277.0,478.0,755.0,"5,236.40",4.2,244.1
Utah,1988,1.5,7.8,9.3,27.3,5.2,1.7
Vermont,1988,0.9,0.4,1.3,10.3,8.2,0.6
Virginia,1988,4.5,7.5,12.0,128.1,5.2,6.0
Washington,1988,4.3,16.0,20.3,99.1,5.9,4.7
Wisconsin,1988,5.0,5.2,10.2,89.6,5.6,4.9
Wyoming,1988,0.8,1.4,2.2,11,2.4,0.5
Montana,1988,1.2,1.1,2.3,11.7,-0.7,0.8
Missouri,1988,4.6,4.6,9.2,95.8,4.0,5.1
West Virginia,1988,2.5,3.0,5.4,25.9,6.7,1.8
Minnesota,1988,3.6,14.2,17.8,91.9,4.0,4.3
Mississippi,1988,1.5,3.3,4.7,35.5,2.4,2.6
Alabama,1988,3.2,5.9,9.0,66,5.0,4.0
Alaska,1988,6.1,4.8,10.9,21.3,-10.4,0.5
Arizona,1988,2.0,16.7,18.7,64.9,4.5,3.5
Arkansas,1988,1.6,2.7,4.4,35,3.5,2.3
California,1988,24.1,52.4,76.5,671.6,5.4,28.4
Colorado,1988,2.3,9.7,12.0,67.8,2.4,3.2
Delaware,1988,2.8,1.0,3.7,16.9,4.8,0.7
District of Columbia,1988,0.0,3.8,3.8,35.2,5.9,0.6
Florida,1988,8.3,35.0,43.3,224.8,6.0,12.2
Georgia,1988,3.1,12.5,15.6,126.6,4.5,6.3
Connecticut,1988,8.3,2.9,11.1,90.7,5.6,3.3
Idaho,1988,0.7,0.5,1.2,15.3,5.5,1.0
Illinois,1988,13.1,15.0,28.1,252.2,5.4,11.4
Indiana,1988,3.1,5.0,8.1,99.5,4.9,5.5
Iowa,1988,1.4,3.3,4.7,49.1,4.7,2.8
Michigan,1988,8.5,11.1,19.6,180.6,3.1,9.3
Kansas,1988,0.4,6.7,7.1,46.7,2.1,2.5
Kentucky,1988,5.0,7.9,12.9,61.9,6.2,3.7
Louisiana,1988,11.3,8.6,19.9,83.2,2.4,4.2
Maine,1988,1.7,1.0,2.7,21.4,7.7,1.2
Maryland,1988,5.6,8.8,14.4,101.3,7.1,4.7
Massachusetts,1988,13.8,7.0,20.8,151.6,5.4,6.0
Hawaii,1988,2.9,0.7,3.6,26.8,6.6,1.1
Oregon,1989,6.7,3.5,10.2,52.6,3.0,2.8
Oklahoma,1989,3.6,4.5,8.0,55,0.5,3.1
Ohio,1989,10.5,11.6,22.1,217.8,2.1,10.8
North Dakota,1989,0.9,1.0,1.9,10.7,5.9,0.6
New Hampshire,1989,2.9,0.8,3.8,23.8,-0.2,1.1
New York,1989,43.3,43.7,87.0,473.3,-0.3,17.9
New Mexico,1989,1.9,3.1,5.0,24.9,2.3,1.5
New Jersey,1989,17.4,13.6,30.9,205.1,1.3,7.7
Pennsylvania,1989,10.5,29.7,40.2,233.2,1.7,11.9
North Carolina,1989,3.0,12.0,14.9,133.9,3.6,6.5
Rhode Island,1989,3.3,0.7,4.0,21.1,2.7,1.0
Wyoming,1989,0.9,1.4,2.3,11.4,0.1,0.5
South Dakota,1989,1.9,0.5,2.3,11.8,1.5,0.7
Tennessee,1989,2.6,9.1,11.7,91.6,0.9,4.8
Texas,1989,6.7,54.3,61.0,350,2.9,16.7
All states combined,1989,296.0,503.0,799.0,"5,641.60",3.7,246.4
Utah,1989,1.7,8.1,9.8,28.7,1.0,1.7
Vermont,1989,1.1,0.4,1.5,11.1,4.3,0.6
Virginia,1989,5.5,8.6,14.1,137.7,3.4,6.1
Washington,1989,5.4,16.6,22.0,108.1,5.0,4.8
West Virginia,1989,2.5,3.1,5.6,26.7,-0.8,1.8
Wisconsin,1989,5.9,5.4,11.3,95.2,2.2,4.9
Nevada,1989,1.4,2.8,4.2,27.8,7.2,1.2
South Carolina,1989,3.8,5.5,9.3,61.3,3.0,3.4
Nebraska,1989,1.4,4.6,6.1,31.3,3.0,1.6
Iowa,1989,1.6,3.4,5.1,52.9,3.7,2.8
Missouri,1989,4.9,4.9,9.8,101.4,1.9,5.1
Arkansas,1989,1.8,2.9,4.7,37.1,2.1,2.3
Arizona,1989,2.1,14.8,16.9,67.9,0.6,3.6
Alaska,1989,5.6,4.9,10.5,23.5,6.1,0.5
California,1989,26.2,56.0,82.2,723,3.6,29.1
Colorado,1989,2.2,10.1,12.3,71.2,1.1,3.3
Connecticut,1989,9.6,3.2,12.8,95.8,1.7,3.3
Delaware,1989,2.8,0.9,3.7,18.9,7.7,0.7
District of Columbia,1989,0.0,4.0,4.0,37.5,2.4,0.6
Florida,1989,9.0,39.1,48.1,241.6,3.4,12.6
Georgia,1989,3.0,14.1,17.1,133.8,1.7,6.4
Hawaii,1989,3.1,0.8,3.9,29.4,5.7,1.1
Montana,1989,1.3,1.1,2.5,12.6,3.9,0.8
Idaho,1989,0.8,0.5,1.4,16.9,6.5,1.0
Indiana,1989,3.6,6.1,9.6,107.2,3.7,5.5
Kansas,1989,0.3,6.6,7.0,48.8,0.6,2.5
Kentucky,1989,5.1,7.9,13.0,65.5,1.9,3.7
Louisiana,1989,12.2,8.8,20.9,87.6,1.3,4.2
Maine,1989,2.0,1.2,3.2,22.7,2.1,1.2
Maryland,1989,5.8,8.9,14.8,107.4,2.1,4.7
Massachusetts,1989,16.2,7.7,24.0,158.2,0.4,6.0
Michigan,1989,8.2,11.8,20.0,190.6,1.6,9.3
Minnesota,1989,3.6,14.1,17.7,98.3,2.9,4.3
Mississippi,1989,1.3,3.6,4.9,37.2,0.8,2.6
Illinois,1989,14.2,15.6,29.8,266.6,1.7,11.4
Alabama,1989,4.1,5.8,9.9,68.4,-0.3,4.0
